X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
177.5,3.0125,12.4,177.5,3,3,0.18,0.0264,328,1.21,7.10E-07,118.5,3,-0.125,118.5,3,3,0.219,0.0253,326,1.17,0,82.4,-21.2625,190.75,82.2,-17,503,0,0,0,0,-71,29.7495,24.75,-71,29.65,3,0.839,2.71E-19,328,0,0,15,1,2,20,Prep
177.5,3,9.275,177.5,3,3,-1.1,0.021,327,1.47,0,118.5,3,3,118.5,3,3,0.697,0.0165,326,0.433,6.23E-07,81.65,-4.8,59.5,81.6,-4.5,3,0,0,0,0,-68.5,29.6995,4.46875,-68,29.65,3.000000477,-0.00338,2.71E-19,327,0,-2.38E-06,15,1,0,20,Prep
177.5,3.05,24.875,177.5,3,3,1.62,0.0211,327,3.44,3.22E-06,118.5,3,3,118.5,3,3,-0.259,0.0142,326,1.79,4.72E-08,80.9,-4.4375,9.25,80.85,-4.5,3,0,0,0,0,-66,29.65,4.124,-65.5,29.65,3,0.207,2.71E-19,328,0,-5.56E-06,15,1,0,20,Prep
177.5,3.0375,21.75,177.5,3,3,0.659,0.0199,327,1.93,-4.93E-07,118.5,2.9875,-0.125,118.5,3,3,-0.901,0.0231,326,2.18,-4.74E-07,80.15,-4.5875,-37.625,80.1,-4.5,3,0,0,0,0,-63,29.6995,17.15,-63,29.65,3,0.499,2.71E-19,327,0,-2.97E-06,15,1,0,20,Prep
177.5,3.025,15.525,177.5,3,3,-0.78,0.0193,328,1.66,1.32E-06,118.5,2.9875,-6.4,118.5,3,3,0.535,0.024,326,0.805,0,79.4,-4.5,24.875,79.35,-4.5,3,0,0,0,0,-60.5,29.65,-34.975,-60,29.65,3,1.21,2.71E-19,327,0,0,15,1,0,20,Prep
177.5,3.0125,6.1,177.5,3,3,0.501,0.0212,328,0.969,1.16E-06,118.5,2.9875,-0.125,118.5,3,3,0.377,0.0179,326,1.19,-6.54E-07,78.65,-4.3875,68.625,78.6,-4.5,3,0,0,0,0,-58,29.699,25.925,-57.5,29.65,3,-0.00341,2.71E-19,327,0,-4.73E-06,15,1,0,20,Prep
177.5,3.0625,31.15,177.5,3,3,0.18,0.0224,328,1.21,0,118.5,2.9875,-0.15,118.5,3,3,0.69,0.0204,326,1.15,5.82E-08,77.9,-4.4375,15.5,77.85,-4.5,3,0,0,0,0,-55,29.649125,-2.9875,-55,29.65,3.000000477,1,2.71E-19,327,0,0,15,1,0,20,Prep
177.5,3.0375,18.625,177.5,3,3,-0.619,0.0205,328,0.692,1.92E-06,118.5,2.9875,-3.25,118.5,3,3,-0.259,0.02,326,1.74,0,77.15,-4.45,6.125,77.1,-4.5,3,0,0,0,0,-52.5,29.6505,-14.975,-52,29.65,3,0.79,2.71E-19,327,0,0,15,1,0,20,Prep
177.5,3.025,12.35,177.5,3,3,-0.619,0.0196,328,1.09,-1.36E-06,118.5,2.9875,-0.125,118.5,3,3,0.858,0.0211,326,0.902,1.21E-07,76.4,-4.2375,28.025,76.35,-0.165,503,0,0,0,0,-50,29.700375,29.2375,-49.5,29.65,3,1,2.71E-19,328,0,3.02E-06,15,1,0,20,Prep
177,-4.425,37.4,177,-4.5,3,1.14,0.0296,328,3.16,2.43E-06,118.5,3.0125,3,118.5,3,3,-0.737,0.0183,326,2.9,-9.77E-07,76.35,3.0375,12.375,76.35,3,3,0,0,0,0,-47,29.649125,-14.3625,-47,29.65,3,1,2.71E-19,327,0,0,15,1,0,20,Prep
177.5,3.0125,6.125,177.5,3,3,1.62,0.0204,327,2.68,-1.23E-06,118.5,2.9625,-12.65,118.5,3,3,-0.733,0.0169,326,3.34,0,82.35,0.16,-618.875,82.3,-3.95,-481.5,0,0,0,0,-479,29.650375,-16.356,-479,29.65,3.000000477,0.79,2.71E-19,327,0,6.41E-06,15,1,0,20,Prep
177.5,3,3,177.5,3,3,-1.42,0.0253,328,0.858,3.50E-07,118.5,2.975,-12.65,118.5,3,3,-0.417,0.0164,326,2.52,7.13E-07,81.55,-4.4,84.5,81.5,-4.5,3,0,0,0,0,-479,29.6505,14.5435,-479,29.65,3.000000477,0.418,2.71E-19,327,0,2.80E-06,15,1,2,20,Prep
177.5,-4.45,-162.5,177.5,-5.85,-153.5,-8.63,0.197,326,29.9,0.00654,118,-10.4875,-378.25,118,-13.05,-280.5,-19.6,0.347,324,49.3,0.0207,80.3,-18.7,-340.625,80.25,-21.15,-291,0,0,0,0,-474,29.7,10.294,-474,29.65,2.999999523,0.709,2.71E-19,327,0,4.12E-06,15,1,4,50,Prep
176.5,-5.975,18.625,176.5,-5.95,2.9999523,-5.31,0.107,327,28.9,0.00412,116.5,-13.1375,-22,116.5,-13.2,3.0000477,-8.65,0.18,325,48.1,0.0125,78.05,-21.2,15.5,78,-21.3,3.0000477,0,0,0,0,-469,29.65,-1.844,-469,29.65,3,0.207,2.71E-19,327,0,4.76E-06,15,1,7,50,Prep
175.5,-5.9,37.375,175.5,-5.95,3.0000477,-7.74,0.132,327,28.4,0.00507,115,-13.2875,-40.725,115,-13.2,3,-8.9,0.18,325,48.8,0.0126,75.3,-21.4,-31.4,75.25,-21.3,3.0000477,0,0,0,0,-469,29.649375,-0.94,-469,29.65,3,0.499,2.71E-19,327,0,-2.33E-06,15,1,7,50,Prep
174.5,-5.9875,15.525,174.5,-5.95,2.9999523,-3.58,0.102,327,30.6,0.00379,113.5,-13.2375,21.775,113,-13.2,3,-8.23,0.154,325,48.8,0.0104,73.05,-21.5,-90.65,73,-21.3,2.9999523,0,0,0,0,-464,29.75,33.6,-464,29.65,3,0.709,2.71E-19,327,0,0,15,1,7,50,Prep
173.5,-6.0125,-3.25,173.5,-5.95,2.9999523,-6.97,0.119,327,29.4,0.00427,111.5,-13.0125,84.25,111.5,-13.2,2.9999523,-10.1,0.189,325,48.4,0.0127,70.85,-21.4,-12.65,70.3,-21.3,2.9999045,0,0,0,0,-464,29.7005,17.4,-464,29.65,2.999999523,-0.214,2.71E-19,327,0,1.94E-06,15,1,7,50,Prep
173,-5.8875,28,173,-5.95,2.9999523,-7.24,0.121,327,29.9,0.00456,110,-12.9875,71.625,110,-13.2,3.0000955,-11.8,0.192,325,48.5,0.0132,68.05,-21.4,37.4,68,-21.3,2.9999523,0,0,0,0,-459,29.6995,22.66875,-459,29.65,2.999999523,0.207,2.71E-19,327,0,-2.71E-06,15,1,7,50,Prep
171.5,-13.35,56.1,171.5,-13.45,2.9999523,-6.55,0.13,326,29.2,0.005,108.5,-13.15,-28.25,108.5,-13.2,2.9999523,-11.5,0.182,325,49.2,0.0124,66.4,-13.8375,-15.75,66.3,-13.8,3.0000477,0,0,0,0,-459,29.6495,-4.35,-459,29.65,3,0.709,2.71E-19,327,0,-3.16E-06,15,1,7,50,Prep
170,-13.45,37.4,170,-13.45,3.0000477,-5.01,0.0991,326,28.9,0.00372,107,-13.2625,-34.5,106.5,-13.2,3,-8.32,0.173,325,50.4,0.0119,64.75,-13.85,-15.75,64.6,-13.8,2.9999523,0,0,0,0,-454,29.75,29.875,-454,29.65,3,1,2.71E-19,327,0,5.21E-06,15,1,7,50,Prep
169,1.45,-28.25,169,1.55,2.9999523,-5.85,0.106,326,28.9,0.00388,114.3,-13.2875,-22,114.3,-13.2,3,-7.44,0.174,325,50.2,0.0121,63.05,-13.8375,-9.5,62.9,-13.8,3.0000477,0,0,0,0,-207,29.6505,-11.9,-207,29.65,3,0.709,2.71E-19,327,0,3.36E-06,15,1,7,50,Prep
160,1.65,34.25,160,1.55,3.0000477,-7.44,0.138,327,31.1,0.00511,96.65,-13.3,-18.875,96.55,-13.2,3.0000477,-7.7,0.166,325,48.4,0.0115,44.5,-13.75,12.4,44.35,-13.8,2.9999523,0,0,0,0,-204.5,29.75,30.05,-204,29.65,3,-1.8,2.71E-19,327,0,-1.41E-06,15,1,2,50,Prep
160,1.55,-15.775,160,1.55,3.0000477,-7.13,0.105,327,27.8,0.00375,95.05,-13.15,37.375,94.9,-13.2,2.9999523,-10.5,0.159,325,50.6,0.0106,42.8,-13.75,-0.125,42.7,-13.8,3.0000477,0,0,0,0,-202,29.650375,12.91875,-201.5,29.65,3.000000477,0.709,2.71E-19,327,0,4.24E-06,15,1,7,50,Prep
159.5,1.5,-6.4,160,1.55,2.9999523,-6.44,0.109,327,30.9,0.00402,93.4,-13,56.375,93.3,-13.2,3.0000955,-12.6,0.185,325,48.2,0.0124,41.15,-13.8375,15.525,41,-13.8,2.9999523,0,0,0,0,-199,29.6495,-4.2,-199,29.65,3,-0.00341,2.71E-19,327,0,-6.09E-07,15,1,7,50,Prep
159.5,1.5,-25,159.5,1.55,2.9999523,-8.08,0.125,327,30.7,0.00467,91.8,-13.25,-69,91.65,-13.2,3,-9.25,0.18,325,49.2,0.0123,39.45,-13.75,21.75,39.3,-13.8,3.0000477,0,0,0,0,-196.5,29.7005,3.1875,-196,29.65,3,1,2.71E-19,327,0,1.65E-06,15,1,7,50,Prep
159,1.7,112.35,159.5,1.55,3.0000477,-7.69,0.133,327,28.9,0.00503,90.2,-13.15,-3.25,90.05,-13.2,3.0000955,-11.6,0.195,325,49.5,0.0133,37.75,-13.8,9.25,37.65,-13.8,2.9999523,0,0,0,0,-194,29.6485,-10.2685,-193.5,29.65,3,2.08,2.71E-19,327,0,-3.88E-06,15,1,7,50,Prep
159.5,1.5,28,159,1.55,3.0000477,-5.25,0.102,327,29.4,0.00384,88.55,-13.35,-56.625,88.45,-13.2,2.9999523,-8.6,0.151,325,49.7,0.0101,36.1,-13.75,31.15,35.95,-13.8,2.9999045,0,0,0,0,-191,29.7005,21.775,-191,29.65,3,0.207,2.71E-19,327,0,0,15,1,7,50,Prep
159,1.25,-87.75,159,-2.35,-497.0000955,-5.89,0.108,327,30.3,0.00401,86.95,-13.3625,-22.05,86.8,-13.2,3,-8.46,0.144,325,48.6,0.00967,34.4,-13.7875,-9.5,34.25,-13.8,3.0000955,0,0,0,0,-188.5,29.7,2.28,-188,29.65,3.000000477,0.207,2.71E-19,327,0,0,15,1,7,50,Prep
158.5,4.75,134.15,159,6.17,164.65,-4.98,0.0535,327,14.8,0.00103,85.3,-9.29,296.5,85.25,-6.755,287.7,2.57,0.0332,326,17.4,-0.000888,32.8,-6.5375,424.9,32.75,-3.9,339,0,0,0,0,-186,29.649625,7.2825,-185.5,29.65,3,-0.084,2.71E-19,327,0,-1.83E-06,15,1,7,50,Prep
159.5,7.3725,-6.35,159.5,7.055,-32.85,1.57,0.0367,328,4.79,-8.04E-06,84.75,-3.1875,-12.65,84.7,-3.3,-20.65,1.66,0.0257,327,0.541,0,32.7,3.025,9.25,32.7,3,3,0,0,0,0,-183,29.6995,17.43125,-183,29.65,3,0.418,0.04,328,1.31,0,15,1,7,50,Prep
177.5,3.0375,24.9,177.5,3,3,1.49,0.0331,328,0.628,0,118.5,3.025,12.4,118.5,3,3,1.02,0.0198,327,0.388,1.12E-06,77.85,3.025,15.5,77.85,3,3,0,0,0,0,-869,2.999,2.5,-869,3,3,0.127,0.0248,327,1.39,-1.17E-06,15,1,9,50,Prep
173,13,12.375,173.5,13,3,4.6,0.102,324,33.1,0.00432,120.95,2.975,-12.625,120.95,3,3,-0.6,0.02,323,1.94,0,76.35,3.0125,12.375,76.35,3,3,0,0,0,0,-197,29.65,4.22,-197,29.65,3,23.6,0.995,316,121,0.192,15,1,2,20,Layer 1 Up
174,3.3375,31.1,174,3.422,74.5,6.67,0.0932,324,10.2,0.000279,120.95,2.9375,-18.9,120.95,0.03,-492,-0.523,0.0206,323,1.29,1.84E-06,76.35,3.0125,9.25,76.35,3,3,0,0,0,0,-192,29.601,-6.925,-192,29.65,3,27.9,1.06,321,120,0.203,15,1,100,20,Layer 1 Up
174.5,8.225,109.1,174.5,8.5,45.45,5.32,0.109,324,19.5,0.00238,120.2,-5.7625,-18.875,120.1,-5.35,30.15,-5.47,0.0947,322,28.4,0.00332,76.35,3.025,12.375,76.35,3,3,0,0,0,0,-192,29.6005,-42.075,-192,29.65,3.000000477,26.1,1.06,321,122,0.201,15,1,100,20,Layer 1 Up
175,11.6875,65.5,175,11.85,27.05,7,0.123,324,30.2,0.00436,119.5,-2.0375,-12.625,119.45,-1.68,47.3,-9.34,0.161,322,19.3,0.00348,76.35,3.025,15.5,76.35,3,3,0,0,0,0,-187,29.6995,30.05,-187,29.65,2.999999523,14.3,0.909,321,120,0.171,15,1,100,20,Layer 1 Up
176,10.2,-562,176,6.34,-497,-13.7,0.199,324,2.75,-0.00472,119.25,2.7125,27.95,119.25,2.9795,17.75,-3.21,0.0719,323,5.55,5.70E-05,76.35,3.0125,9.25,76.35,3,3,0,0,0,0,-187,29.651125,-2.56,-187,29.65,3,24.1,0.92,320,120,0.176,15,1,100,20,Layer 1 Up
177,12.95,-18.875,177,13,3,7.42,0.115,324,32,0.00469,119.25,3.05,28.025,119.25,3,3,-4.51,0.0656,323,3.91,2.01E-05,76.35,3,6.125,76.35,3,3,0,0,0,0,-182,29.7005,17.5,-182,29.65,3,17.6,0.813,317,121,0.155,15,1,100,20,Layer 1 Up
178,12.9875,-6.375,178,13,3,5.48,0.11,324,33.3,0.0045,119.25,2.925,-37.625,119.25,3,3,-2.4,0.0527,323,3.84,1.62E-05,76.35,3.0125,9.25,76.35,3,3,0,0,0,0,-182,29.699,30.45,-182,29.65,3,18.4,0.896,321,121,0.171,15,1,101,20,Layer 1 Up
179,13.1625,40.5,179,13,3,5.49,0.112,324,33.7,0.00477,119.25,2.9375,-31.375,119.25,3,3,-2.1,0.0529,323,3.68,-8.16E-06,76.35,3.025,9.25,76.35,3,3,0,0,0,0,-177,29.651,-7.025,-177,29.65,3.000000477,20.8,0.968,320,117,0.187,15,1,101,20,Layer 1 Up
179.5,3.2375,-3.275,179.5,4,253,10.6,0.159,324,11.1,0.000662,119.25,2.9125,-37.625,119.25,3.00126,3.315,-1.75,0.0513,323,5.28,-7.77E-06,76.35,3.025,9.25,76.35,3,3,0,0,0,0,-172,29.7,9.3,-172,29.65,2.999999523,19.4,0.886,321,120,0.168,15,1,101,20,Layer 1 Up
160.5,7.21,-97,160.5,7,-39.3,6.66,0.113,324,30.1,0.00437,91.4,12.575,3,91.45,12.845,29.9,7.7,0.132,323,16.9,0.00216,31.7,2.9875,3,31.7,3,3,0,0,0,0,28,56.35,6.35,28,56.3,2.999999523,24.2,1.23,315,118,0.237,15,1,102,20,Layer 1 Up
180.5,-3.5,62.625,180.5,-3.8,-9.35,-1.9,0.0258,328,2.66,1.22E-07,133.5,6.4775,18.65,133.5,6.21,-22.5,0.378,0.0172,327,0.882,-7.97E-07,77.35,2.9875,-3.25,77.35,3,3,0,0,0,0,-664,29.65,7,-664,29.65,2.999999523,-0.084,2.71E-19,328,0,5.69E-07,15,1,2,20,Layer 1 Up
180,-4.525,-65.625,180,-4.5,0.96,0.0195,0.0203,328,1.43,-1.32E-07,133.5,3.7225,-25.1,133.5,3.4835,-25.25,0.858,0.0161,327,1.01,1.56E-07,77.35,2.9875,-3.25,77.35,3,3,0,0,0,0,-664,29.649625,-5.144,-664,29.65,3,0.79,2.71E-19,327,0,-4.57E-06,15,1,0,20,Layer 1 Up
179,-4.5125,12.4,179,-4.5,3,-2.54,0.0298,328,3.71,1.52E-06,133.5,2.975,-9.5,133.5,3,3,-0.259,0.0206,326,1.19,6.18E-07,77.35,3.0125,12.375,77.35,3,3,0,0,0,0,-659,29.6995,12.425,-659,29.65,3,0.499,2.71E-19,327,0,-3.84E-06,15,1,0,20,Layer 1 Up
178.5,-4.5,-12.625,178.5,-4.5,3,-0.14,0.0202,328,1.04,4.78E-07,133.5,2.9875,-3.25,133.5,3,3,-0.259,0.021,326,1.12,0,77.35,3.0125,6.125,77.35,3,3,0,0,0,0,-659,29.7,27.8,-659,29.65,3,-0.797,2.71E-19,327,0,3.03E-06,15,1,0,20,Layer 1 Up
177.5,-4.4,24.9,177.5,-4.5,3,-0.779,0.0209,328,1.18,-1.00E-06,133.5,2.975,-12.6,133.5,3,3,-0.418,0.0225,326,1.84,0,77.35,2.9875,-0.125,77.35,3,3,0,0,0,0,-654,29.600875,-18.1125,-654,29.65,3.000000477,0.499,2.71E-19,327,0,9.94E-06,15,1,0,20,Layer 1 Up
177,-4.4625,21.75,177,-4.5,3,-0.3,0.0174,328,0.66,9.11E-07,133.5,2.9625,-12.65,133.5,3,3,0.217,0.0183,326,0.381,2.63E-07,77.35,3,3,77.35,3,3,0,0,0,0,-654,29.7,16.619,-654,29.65,2.999999523,1,2.71E-19,327,0,0,15,1,0,20,Layer 1 Up
176.5,-4.4625,34.25,176,-4.2,83.5,1.3,0.0177,328,2.2,8.55E-07,133.5,3.075,34.3,133.5,3,3,-0.418,0.0154,326,1.55,0,77.35,2.9875,3,77.35,3,3,0,0,0,0,-649,29.649625,-17.1375,-649,29.65,3,-0.295,2.71E-19,328,0,3.31E-06,15,1,0,20,Layer 1 Up
175.5,-4.25,62.5,175.5,-4.25,10.25,-1.1,0.0201,328,1.97,0,133.5,1.2,-31.35,133.5,1.025,-24.4,-0.896,0.0134,326,2.67,0,77.35,3,3,77.35,3,3,0,0,0,0,-649,29.6495,-5.875,-649,29.65,2.999999523,0.79,2.71E-19,328,0,-8.04E-06,15,1,0,20,Layer 1 Up
175,-3.3,34.225,175,-3.2,18.8,-2.06,0.0263,328,2.34,-7.69E-07,133.5,-0.9025,24.9,133.5,-1.23,-20.55,-0.579,0.0204,327,1.5,1.10E-06,77.35,2.975,-3.25,77.35,3,3,0,0,0,0,-644,29.599125,-24.3375,-644,29.65,3.000000477,1,2.71E-19,327,0,-4.73E-06,15,1,0,20,Layer 1 Up
173,6.535,15.525,173,6.865,40.05,-0.3,0.0163,328,0.532,2.84E-07,134,9.6625,75.125,134,9.45,-18.7,0.861,0.0318,326,1.47,1.40E-06,76.85,2.9875,-3.25,76.85,3,3,0,0,0,0,-316.5,29.700375,20.044,-316.5,29.65,3,0.709,2.71E-19,328,0,2.70E-06,15,1,0,20,Layer 1 Up
152.5,19.8,68.75,152.5,19.75,22.4,4.38,0.0875,324,29.6,0.00365,108,6.71,-9.5,108,6.31,-35.35,-0.341,0.0189,323,2.19,1.97E-06,32.2,3.0125,9.25,32.2,3,3,0,0,0,0,-184,56.35,2.25,-184,56.3,3.000000477,16.9,0.743,320,118,0.142,15,1,2,20,Layer 1 Up
154,13.2875,15.5,154,16,503,4.55,0.105,324,34.4,0.00439,108,2.95,-22.05,108,3,3,-0.933,0.0203,323,1.21,1.56E-06,32.2,3,6.125,32.2,3,3,0,0,0,0,-179,56.2,-38.35,-178,56.3,2.999999523,25.2,1.24,319,123,0.237,15,1,29,20,Layer 1 Up
155.5,15.31,452.85,156,19.5,500,19.5,0.365,324,25.7,0.00894,108,2.9,-25.15,108,2.435,-71,-1.69,0.0407,323,3.75,2.19E-05,32.2,3.0125,9.25,32.2,3,3,0,0,0,0,-173,56.35,22.95,-173,56.3,3.000000477,19.7,0.892,319,119,0.171,15,1,29,20,Layer 1 Up
157,17.55,-84.35,157,17.3,-52.5,5.85,0.0893,324,25.1,0.00253,108,-3.95,-53.5,107.5,-4.35,-49.5,-8.5,0.158,323,25.7,0.00468,32.2,3,3,32.2,3,3,0,0,0,0,-168,56.35,-35,-168,56.3,2.999999523,22.3,0.875,319,119,0.167,15,1,31,20,Layer 1 Up
158,10.9,-59.75,158.5,10.54645,-24.7,-0.00114,0.0324,324,2.07,2.75E-05,107,-4.85,500,107,-0.85,502.5,10.7,0.198,323,4.81,-0.0042,32.2,3.025,12.375,32.2,3,3,0,0,0,0,-163,56.35,21.855,-162,56.3,3,19.2,1.15,319,121,0.221,15,1,31,20,Layer 1 Up
159,10.5,31.125,159,10.5,3,1.66,0.0418,324,0.478,5.88E-06,106,-7,-0.125,106,-7,3,-7.69,0.134,322,32.1,0.0057,32.2,3.025,12.4,32.2,3,3,0,0,0,0,-157,56.3,-3,-157,56.3,3.000000477,21.4,0.901,319,122,0.171,15,1,31,20,Layer 1 Up
159.5,10.45,-28.225,160,10.5,3,2.21,0.0425,324,1.13,1.72E-05,105.5,-6.6375,134.125,105.45,-4.2,500,-12,0.176,323,35.4,0.00708,32.2,3,3,32.2,3,3,0,0,0,0,-152,56.35,-16.205,-152,56.3,2.999999523,22.6,0.991,319,118,0.19,15,1,31,20,Layer 1 Up
160,0.55,31.125,160,0.5,3,-7.11,0.13,324,31,0.00562,105.4,3.025,18.65,105.4,3,3,0.969,0.0369,323,2.87,-4.48E-06,32.2,3.0125,9.25,32.2,3,3,0,0,0,0,-147,56.35,21.2,-146,56.3,3.000000477,17.6,1,319,121,0.191,15,1,33,20,Layer 1 Down
159.5,10.1125,-68.75,160,10.5,3,-6.98,0.108,325,11.3,0.000362,105.4,3.0625,31.15,105.4,3,3,0.188,0.0277,324,3.94,3.11E-06,32.2,3,6.125,32.2,3,3,0,0,0,0,-141,56.3,-26.4,-141,56.3,2.999999523,23.4,1.03,319,121,0.197,15,1,33,20,Layer 1 Down
160.5,-11.1,-65.75,160.5,-11.45,-39.4500477,-7.48,0.115,324,19.9,0.00253,94.45,-4.5,59.375,94.3,-4.85,-24.1499523,6.82,0.108,322,28,0.00381,37.8,-13.7875,9.25,37.65,-13.8,2.9999523,0,0,0,0,-715,29.7,14.325,-715,29.65,3,16.8,0.904,319,116,0.173,15,1,34,20,Layer 1 Down
150.5,-5.9625,-12.6,150.5,-5.95,3,-1.95,0.0502,328,1.72,3.68E-05,81.2,-13.1,15.5,81.1,-13.2,3.0000955,2,0.0272,326,2.18,0,49.1,-13.7875,-6.4,49,-13.8,2.9999523,0,0,0,0,-2047,3.000125,3.4685,-2047,3,3,-0.192,2.73E-19,327,0,-1.92E-06,15,1,2,50,Layer 1 Down
149.5,-6.05,-6.4,149.5,-5.95,2.9999045,-1.85,0.0507,327,2.22,4.27E-05,79.6,-13.2125,-43.85,79.45,-13.2,2.9999523,0.542,0.0253,326,1.05,-2.04E-06,47.45,-13.8375,-22,47.3,-13.8,3.0000477,0,0,0,0,-2047,3.00225,3.72,-2047,3,3,-0.198,2.73E-19,327,0,-4.91E-07,15,1,0,50,Layer 1 Down
149,2.9875,37.25,149,3,3,-2.2,0.0512,327,1.15,3.08E-05,78.4,3.025,115.75,78.4,3,3,1.08,0.0254,326,1.37,0,46.2,2.9875,59.25,46.2,3,3,0,0,0,0,-2047,3.002,3.75,-2047,3,3,0.0651,2.73E-19,327,0,-2.82E-07,15,1,0,50,Layer 1 Down
